org_company_name;org_domain;org_category_list;org_category_group_list;org_uuid
SpotCrime;spotcrime.com;Apps,GovTech,Mapping Services,Real Time;Apps,Government and Military,Information Technology,Navigation and Mapping,Software;80a6bebc-13bd-4321-9d3b-47b62502c186
Pareto Networks;paretonetworks.com;Cloud Computing,Network Hardware,Network Security,SaaS,Telecommunications;Hardware,Information Technology,Internet Services,Privacy and Security,Software;8100f6a1-00de-a977-126f-9da3f6dbb23e
redhotMAYO, Inc;redhotmayo.com;CRM,Enterprise Software,SaaS;Information Technology,Sales and Marketing,Software;811f1256-b456-6af1-9199-c1bb0e143b48
Cash Points;mycashpoints.com;Advertising,Internet,Marketing;Advertising,Internet Services,Sales and Marketing;81a51744-c729-3bf3-020d-715253f30037
Docstoc;docstoc.com;Document Management,E-Commerce Platforms,Internet;Commerce and Shopping,Information Technology,Internet Services,Software;81b90a49-f365-6529-ad55-9253a68731d4
Social Median;socialmedian.com;News,Social Network,Web Hosting;Content and Publishing,Internet Services,Media and Entertainment;821eff99-1713-3f9b-5fe7-76590660e538
NXTFactor;nxtfactor.com;Consulting,Digital Marketing,Online Portals,Reputation;Information Technology,Internet Services,Sales and Marketing;824b479f-b5e2-0288-2f35-e03cddf0b92b
Zet Universe, Inc.;zetuniverse.com;Analytics,Software;Data and Analytics,Software;82b58f87-5d31-677b-c533-145213125ad6
TwinStrata;twinstrata.com;Cloud Computing,Cloud Data Services,Enterprise Software,Software,Virtualization;Hardware,Information Technology,Internet Services,Software;82fa2d2c-acce-b499-15db-2208719178fb
Ackmann & Dickenson;ackmanndickenson.com;Web Design,Web Development;Design,Software;83271472-2e75-a336-c0b9-d80044176140
Atomic Moguls;fantasymoguls.com;Fantasy Sports,Gaming,Mobile;Gaming,Mobile,Sports;83386997-e690-b463-fa03-53e33034ae40
Repair Bad Reputation;repairbadreputation.com;Business Development,Online Portals,Reputation;Information Technology,Internet Services;836ab7b7-5789-5302-8b7f-952939692ec4
WeAre.Us;weare.us;Advertising,Health Care,Information Technology,Internet,Social Media;Advertising,Health Care,Information Technology,Internet Services,Media and Entertainment,Sales and Marketing;838dea94-c287-d009-6a7a-e566af327d51
Heysan;heysan.com;Messaging,SMS;Information Technology,Internet Services,Messaging and Telecommunications;83feb2d5-0726-95d1-6f05-562a2bcb05ed
Coordinatr;coordinatr.com;Events,Mobile,Private Social Networking,SMS,Software,Web Development;Community and Lifestyle,Events,Internet Services,Media and Entertainment,Messaging and Telecommunications,Mobile,Software;8486d35b-5830-47e6-1c65-2824b9cc0e1f
Seizure Tracker;seizuretracker.com;Medical,Online Portals;Health Care,Internet Services;85293333-b5ec-f7e3-eda2-f859ada257ea
Halo Media;halopowered.com;Web Design,Web Development;Design,Software;8557e73d-1331-1b9f-2443-ff83c974fec0
IMLeagues;imleagues.com;Recreation,Social Media,Sports;Internet Services,Media and Entertainment,Sports;8582fc5e-35f2-1091-da59-c09334081eff
iBuddz;ibuddz.com;Art,Broadcasting,Collaboration,Events,Film,Internet,Music,Real Time,Video;Events,Internet Services,Media and Entertainment,Music and Audio,Video;85a93527-ae4c-6312-e855-1df21fc34421
Propeller Health;propellerhealth.com;Analytics,Health Care,Medical;Data and Analytics,Health Care;85dd6bd7-56ca-416a-cf5f-24546cf42036
Lumenous;lumeno.us;Software;Software;85e06252-5064-d1f5-d696-7b4b28143617
Peek;peek.ly;Apps,Cloud Computing,Electronics,Email,Messaging,Mobile;Apps,Consumer Electronics,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Software;8646cb32-27e7-561c-6660-1ed9a8eface7
VIEVU;vievu.com;Hardware,National Security,Outdoors,Software,Video;Government and Military,Hardware,Media and Entertainment,Software,Sports,Video;868ae5ef-a06e-d409-88fa-1b9e349f3e35
ME911;me911.com;Health Care,Mobile,Security,Travel;Health Care,Mobile,Privacy and Security,Travel and Tourism;86af8a2e-22d7-ccb0-8e8c-315d570cd856
3F;3flabs.com;iOS,Linux,Mobile,Software,Web Design,Web Development,Web Hosting;Design,Internet Services,Mobile,Platforms,Software;8716cb2c-e835-0f3c-fd47-1e1de2ff5ffd
Outalot;outalot.com;Location Based Services,Mobile;Data and Analytics,Internet Services,Mobile,Navigation and Mapping;8732713b-5ca8-7f42-239b-a6f7779dc2e2
hatchmap;hatchmap.com;Android,Data Integration,Developer APIs,Internet,iOS,Mobile,Social Media,Software;Data and Analytics,Information Technology,Internet Services,Media and Entertainment,Mobile,Platforms,Software;8741aafa-10c3-bc7a-60bf-52ec01667841
Accelerated Pictures;acceleratedpictures.com;Software;Software;875e66cf-1196-7c96-8597-5696daa17a32
Unified Color;unifiedcolor.com;Software;Software;877d555a-7c7e-0f02-aca6-7ca3d275657e
New Leaders;newleaders.com;Advertising,Brand Marketing,Consulting,Management Information Systems,Product Design,SaaS,Web Development;Advertising,Design,Information Technology,Sales and Marketing,Software;878b47e7-816d-a42d-50d5-d004f63c334a
DailyCaption;dailycaption.com;Apps,Photo Sharing,Photography,Web Development;Apps,Content and Publishing,Media and Entertainment,Software;87928f97-5dd3-7651-9b16-fb659157a622
Redux;redux.com;Ediscovery,Social Media,TV;Internet Services,Media and Entertainment,Video;8844fc0d-d8c9-af23-d4fb-fd6378362a54
Navvis & Company;navvisandcompany.com;Health Care,Medical,mHealth;Health Care,Mobile;885f4897-7f0b-4149-3c70-ae18d84297a1
Tofugu;tofugu.com;E-Learning,EBooks,Education;Content and Publishing,Education,Media and Entertainment,Software;887caac2-6f49-73b9-bf07-ec1c53fcb337
Hark;hark.com;News,Politics,Social Media,Sports;Content and Publishing,Government and Military,Internet Services,Media and Entertainment,Sports;888b831b-32c5-27b9-c856-6e95368fa07f
SecretBuilders;secretbuilders.com;MMO Games,Mobile,Publishing;Content and Publishing,Gaming,Media and Entertainment,Mobile;88d2bfa5-4fb9-8703-26ed-f1943ea7da81
Mavens;mavens.com;Consulting,Information Services,Information Technology;Information Technology;88fc20a6-2eea-c4cc-6729-c8cdbcd57aad
ooVoo;oovoo.com;Apps,Enterprise Software,Video Chat;Apps,Information Technology,Internet Services,Messaging and Telecommunications,Software;88fd97b3-fe59-5250-65ca-73a45fd81dde
Brilliant2;brilliant2.com;Advertising,Developer Tools;Advertising,Sales and Marketing,Software;89902259-b0c6-3434-6dcc-fca02dce19c2
TechNews;technews.io;Analytics,Professional Services,Public Relations;Data and Analytics,Sales and Marketing;8a369ba3-7f44-c5b1-6571-6754fb97998f
SpiderCloud Wireless;spidercloud.com;Enterprise Software,Optical Communication,Wireless;Hardware,Mobile,Software;8a7bf2ca-af7c-5618-912a-eb360080b512
Weebly;weebly.com;Blogging Platforms,E-Commerce Platforms,Mobile;Commerce and Shopping,Content and Publishing,Internet Services,Media and Entertainment,Mobile;8adae63e-fac9-89fc-fcdf-3f161498ddd0
IQR Consulting;iqrdataanalytics.com;Software,Web Development;Software;8b6c3ed4-e187-7692-c6ec-e0c3e0b9e5cd
Silverback Marketing;silverbackmarketing.com;Advertising,Reputation,SEM;Advertising,Information Technology,Internet Services,Sales and Marketing;8bd4627c-805f-b66f-0a78-1ab4402ad85f
iStrategyLabs;isl.co;Advertising,Direct Marketing,Social Media,Social Media Marketing;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;8bf3af36-a2b9-97f5-0b60-32ee5be2bf2b
Seneca Global;senecaglobal.com;Information Technology;Information Technology;8bf726d8-511b-1015-9962-e93647d88d72
ideas in digital;ideasindigital.com;Advertising,Brand Marketing,Social Media;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;8c8fc744-e121-1226-7fa7-ebcc267f3436
Motista;motista.com;Analytics,Business Intelligence,Information Technology;Data and Analytics,Information Technology;8ce208e9-ac65-f274-921f-dc940d1b5eba
Buxfer;buxfer.com;Accounting,Apps;Apps,Financial Services,Professional Services,Software;8d374874-924f-bbfa-86b4-0d591373faef
Conformity;conformity-inc.com;Cloud Computing,Enterprise Software,Identity Management,SaaS;Information Technology,Internet Services,Privacy and Security,Software;8d5f642f-6f8f-261d-6c40-6ebeddc5d05a
CookEatShare;cookeatshare.com;Cooking,Web Hosting;Food and Beverage,Internet Services;8db201f3-e878-f758-03db-4e27e120df35
Pogostick;pogostick.com;Software;Software;8db744e3-7af5-8a12-e787-7cb3c3527dd0
Mspy2.com;mspy2.com;Blogging Platforms,Internet;Content and Publishing,Internet Services,Media and Entertainment;8db9ac63-2097-0e60-a25d-4ec31af90bd2
BuzzHub;buzzhub.com;Advertising,Reputation;Advertising,Information Technology,Sales and Marketing;8dce0a52-fadb-91e3-5873-d33e5efbb231
buddystumbler;buddystumbler.com;Dating,Messaging,Social Network;Community and Lifestyle,Information Technology,Internet Services,Messaging and Telecommunications;8ddce71b-52e8-4fc3-209f-85ed5655a056
SunStream Networks;sunstreamnetworks.com;Enterprise Software,VoIP;Information Technology,Internet Services,Messaging and Telecommunications,Software;8df29c3d-e13d-a7f8-a0d6-7888fc437393
Global Business Development Services;gbds.us;Business Development,Project Management,Public Relations,Web Design,Web Development;Design,Sales and Marketing,Software;8e0dbf1a-069b-6c26-3a75-78408df59049
Mob.ly;mob.ly;Blogging Platforms,Location Based Services,Mobile,Search Engine;Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Mobile,Navigation and Mapping;8f05d31b-73a0-da1b-18af-d6f375548912
FASTALLEY;fastalley.com;Sports,Web Hosting;Internet Services,Sports;8f0a3bd7-0630-08b6-b7e3-8dd015e103be
SHEEX;sheex.com;E-Commerce,Home Decor,Wearables;Commerce and Shopping,Consumer Electronics,Hardware,Real Estate;8f38f5ba-9772-63e7-21cb-82dbba519c77
Chirp Interactive;chirp.com;Photography,Social Media;Content and Publishing,Internet Services,Media and Entertainment;8f46ca1a-cf7c-8c51-bd8f-05c3415fcb3d
Briarcliff Solutions Group;briarcliffsolutionsgroup.com;ERP,Software;Software;8f92cc86-d3d9-1c8b-8516-b89e6aa0a9ad
Nomaders;nomaders.com;Internet,Tourism,Travel;Internet Services,Travel and Tourism;90083964-4566-6a90-6ea6-2b4768713413
chi.mp;chi.mp;Personal Branding,Social Media,Web Hosting;Internet Services,Media and Entertainment,Sales and Marketing;9029d94c-3abc-5f44-e98b-8d02b41c4281
Leadtail;leadtail.com;Advertising,B2B,Social Media;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;90566866-e165-ef7c-a1fc-3b8c2ebc45bb
Iterasi;iterasi.com;Ediscovery,Enterprise Software,Information Technology;Information Technology,Internet Services,Software;90766055-6a30-2029-ab75-00c230465748
Phurnace Software;phurnace.com;Cloud Computing,Enterprise Software,Web Apps;Apps,Internet Services,Software;915fb34c-0777-be20-c932-6fe13e742f15
I Heart Movies;iheartmovies.com;Digital Entertainment,Film,Social Network;Internet Services,Media and Entertainment,Video;916aa082-decf-4c62-24ae-2f74672e1d0c
FaxCompare;faxcompare.com;Software,Telecommunications;Hardware,Software;91e7659d-1256-2569-8d71-3cc849820f3d
CollegeFanz;collegefanz.com;Social Media,Sports;Internet Services,Media and Entertainment,Sports;9229962b-6ffd-cdf0-733f-387a6f73dc60
Konrad Group;konradgroup.com;Android,E-Commerce,iOS,Mobile,Software,Web Development;Commerce and Shopping,Mobile,Platforms,Software;9236c169-4476-c541-c257-da2e20090938
AuroSys Solutions;aurosyssolutions.com;Information Technology,Internet of Things;Information Technology,Internet Services;923aa851-f66f-9c36-d6f7-b675e23f956a
Sitening LLC;raventools.com;Analytics,Content,Email Marketing,Internet,Marketing,Semantic Search,SEO,Social Media,Software;Data and Analytics,Internet Services,Media and Entertainment,Sales and Marketing,Software;92cf2066-43b3-ce6c-c861-888c5156bd91
Refactr LLC;refactr.com;iOS,Product Design,Software;Design,Mobile,Platforms,Software;92ebbc73-01bd-ac0d-4053-9a143e9c6808
APAX Software;apaxsoftware.com;Software;Software;935e6f56-924d-c1bd-f408-af3b6411c39f
Scribit;scribit.com;Analytics,Business Intelligence,Enterprise Software;Data and Analytics,Software;943f88a0-76e3-17fa-d4e0-7904f7723533
OpenStudy;openstudy.com;E-Learning,EdTech,Education;Education,Software;944cc16d-4733-9bc1-a791-26236ec46df1
Santech;santechhealth.com;Messaging;Information Technology,Internet Services,Messaging and Telecommunications;945b0507-af80-3b1e-e3a9-5b559f02dea3
ZEHNER;zehnergroup.com;Apps,Digital Marketing,E-Commerce,Web Design,Web Development;Apps,Commerce and Shopping,Design,Sales and Marketing,Software;945fb311-194d-083f-3d12-332d7a9f877a
Laser Motive;lasermotive.com;Internet;Internet Services;94a4c313-6d86-a8ab-a113-8505e7fe0b0a
Viddyou;viddyou.com;Video,Video Streaming,Web Browsers;Content and Publishing,Internet Services,Media and Entertainment,Software,Video;94d33b7b-ca58-23be-7b80-cbd074934cdf
Orbis Global;orbisglobal.com;Information Technology,Software;Information Technology,Software;9543e212-c8ea-26af-cd32-a2e04d815db4
Radiolicious;radiolicious.com;Art,Audio,Mobile,Music,Software,Video Streaming,Wireless;Content and Publishing,Hardware,Media and Entertainment,Mobile,Music and Audio,Software,Video;9560e77d-db74-fb13-7509-bbfe25102fc3
FlatWorld;flatworldknowledge.com;E-Learning,EdTech,Education;Education,Software;95b179ab-2281-6e57-a2b2-7a8d875e305f
Infovark;infovark.com;Social Media,Software;Internet Services,Media and Entertainment,Software;95bb0630-f1c8-c7c8-e1e6-3ac9492bf3d7
RocketWheel Productions;rocketwheel.com;Advertising,Content Delivery Network,Lead Generation,Video,Web Development;Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing,Software,Video;969e9f50-8b88-4b2f-0725-9d96c2442770
GWOP MAGAZINE;gwopmagazine.com;Education,Internet,Media and Entertainment;Education,Internet Services,Media and Entertainment;96d98c1e-b11f-4a00-89fc-b12e9fe2b345
Howcast;howcast.com;Content,Internet,Video;Internet Services,Media and Entertainment,Video;96e561a1-1475-84d1-8ca7-04959575987b
ConnectYard;connectyard.com;Apps,EdTech,Education,Messaging,Mobile,Social Media;Apps,Education,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Mobile,Software;972e797b-4b26-35fd-83ab-ba290926e5df
Mergelab;mergelab.com;Delivery,News,Web Browsers;Administrative Services,Content and Publishing,Internet Services,Media and Entertainment,Software;97303b85-6664-ab8a-5001-a7e61dd4ee6a
Sophia Search;sophiadata.com;Artificial Intelligence,Brand Marketing,E-Commerce,Internet of Things,Mobile,Retail Technology,Search Engine,Shopping;Artificial Intelligence,Commerce and Shopping,Data and Analytics,Hardware,Internet Services,Mobile,Sales and Marketing,Science and Engineering,Software;97330aae-09da-8fe2-fa05-abb2b202519f
APDM Wearable Technologies;apdm.com;Analytics,Big Data,Clinical Trials,Cloud Computing,Health Diagnostics,mHealth,Wearables;Consumer Electronics,Data and Analytics,Hardware,Health Care,Internet Services,Mobile,Software;97823ed9-77f6-2bba-2b4e-0d419646f3ee
PARx Solutions;parxsolutions.com;Customer Service,Medical,Therapeutics,Web Browsers;Health Care,Internet Services,Software;97c588c2-4873-b127-009a-a2b9a8449f8d
Changents;changents.com;Environmental Consulting,Social Network,Web Apps;Apps,Internet Services,Professional Services,Software;9918231e-b117-efef-0926-995aaa97d9bb
Deep Domain;deepdomain.com;Analytics,Enterprise Software,Health Care;Data and Analytics,Health Care,Software;992805f7-53f1-1cf9-96fc-3ae214daca80
XZ Backup;xzbackup.com;Flash Storage,Web Hosting;Hardware,Internet Services;9938cc43-8da5-6d59-cd9a-697ee8a1af3b
Mahalo;mahalo.com;Internet,Knowledge Management,Search Engine;Internet Services;9964e4ba-5128-c82e-421f-ce9b398fe4de
FlipKey;flipkey.com;E-Commerce,Travel,Web Browsers;Commerce and Shopping,Internet Services,Software,Travel and Tourism;99673ec9-3f72-1c00-fb73-38ea816f427b
JukeFly;;Music,Social Media,Video Streaming;Content and Publishing,Internet Services,Media and Entertainment,Music and Audio,Video;998c8c74-f660-5a1d-b84b-844fdc3ddcd8
Clinical Architecture;clinicalarchitecture.com;Information Services,Information Technology;Information Technology;99990944-98a4-49d0-a8c3-79517391d47a
LeewayHertz Technologies;leewayhertz.com;Artificial Intelligence,Augmented Reality,Blockchain,Cloud Computing,Mobile Apps,Virtual Reality;Apps,Artificial Intelligence,Data and Analytics,Hardware,Internet Services,Mobile,Science and Engineering,Software;99d8bc85-0d89-6891-69cd-eaefa9bee12c
Gambassa;gambassa.com;Education,Internet;Education,Internet Services;9ab06bff-cd70-6630-61ad-02966e4b68d4
Bang the Table;bangthetable.com;Communities,Government,GovTech;Community and Lifestyle,Government and Military,Information Technology;9ad67013-bea0-3dcf-546b-0a330c2d8b69
Planet Metrics;planetmetrics.com;Software;Software;9ad73fab-a7ed-0174-217e-7d71c44e4848
8coupons;8coupons.com;Advertising,App Marketing,Coupons,Direct Marketing,Local,Local Advertising,Mobile,Search Engine;Advertising,Commerce and Shopping,Internet Services,Mobile,Sales and Marketing;9b3fa938-a108-9d48-2d56-7cadcce613e3
Amerigen Pharmaceuticals;amerigenpharma.com;Manufacturing,Pharmaceutical,Product Research;Data and Analytics,Design,Health Care,Manufacturing;9b685a15-3e04-e529-6ca9-75342a7bebc2
PEX Card;pexcard.com;Financial Services,FinTech,Mobile,SaaS,Software;Financial Services,Mobile,Software;9bdb89c4-c1f2-de62-4543-4f0490b5db11
RCRD LBL;rcrdlbl.com;Audio,Music,Online Portals;Internet Services,Media and Entertainment,Music and Audio;9bdc35a2-95ae-3bb4-938f-82a8e9999ec9
Webgility;webgility.com;Accounting,Business Intelligence,E-Commerce,SaaS,Sales Automation;Commerce and Shopping,Data and Analytics,Financial Services,Information Technology,Professional Services,Sales and Marketing,Software;9bef1a16-8b63-5f4d-e24e-b71a258f3365
Crowd Fusion;crowdfusion.com;Internet,Software;Internet Services,Software;9c069e1b-673c-2bec-990a-c323dd93e61f
COS;consequenceofsound.net;Film,Music,Publishing,Social Media;Content and Publishing,Internet Services,Media and Entertainment,Music and Audio,Video;9c5cf8c1-d751-3d26-5b65-356cd76ef70d
REV Solutions;revsolutionsinc.com;Information Services,Internet;Information Technology,Internet Services;9c96efae-5c72-bbd4-6f68-9de8265a18b9
Overtime Media;itsovertime.com;Predictive Analytics,Sports;Artificial Intelligence,Data and Analytics,Software,Sports;9cba5357-6b9e-a606-42ea-3b65c9f7abe6
bHive Software;bhivesoft.com;Content,CRM,Enterprise Software,SaaS,Social Media Marketing;Information Technology,Media and Entertainment,Sales and Marketing,Software;9ccbeaf8-319d-e553-1f14-ffaf2df66bc2
Vanno;vanno.com;News,Reputation,Web Browsers;Content and Publishing,Information Technology,Internet Services,Media and Entertainment,Software;9ccf6b9c-da99-7d44-86c2-a33dc3cb87f0
Barta Media Group;bartamediagroup.com;Digital Media,Internet;Internet Services,Media and Entertainment;9d191c10-1da8-3fd6-1985-d80816726a77
Opposing Views;opposingviews.com;Information Technology,News;Content and Publishing,Information Technology,Media and Entertainment;9d1f9dcf-7bd3-ea23-2bc4-d64ac88a9a7f
Brash Entertainment;brashent.com;Gaming,Online Games,Video Games;Gaming;9dc09189-a9e5-71d7-bcf7-dc23fb9be1b1
Zemanta;zemanta.com;Advertising,Content Discovery,Content Marketing,Software;Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing,Software;9e3ce877-41ba-b64e-797c-2952ce1ca362
GeeYee;geeyee.com;Analytics,SEO,Social Media;Data and Analytics,Internet Services,Media and Entertainment,Sales and Marketing;9e8108df-e6bf-eb8e-7d4a-1afcfdd38397
SalesVu;salesvu.com;Cloud Computing,iOS,Mobile,Mobile Payments,Point of Sale,SaaS,Social Media Marketing,Software;Commerce and Shopping,Financial Services,Internet Services,Mobile,Payments,Platforms,Sales and Marketing,Software;9e94a0f9-cd60-b434-ff24-ccb33d96ff72
Goodreads;goodreads.com;E-Learning,Social Media;Education,Internet Services,Media and Entertainment,Software;9f47abd8-9ce5-2685-0090-3ab58f4407bf
Omnisio;omnisio.com;File Sharing,Video;Media and Entertainment,Software,Video;9f833b2a-88cb-15a9-72ee-f34bf818adfe
Flickchart;flickchart.com;Apps,Crowdsourcing,Film,Social Media,Web Development;Apps,Internet Services,Media and Entertainment,Software,Video;9f879e7e-4e37-ac3d-56c6-d3a1bc827d8f
MuseAmi;museami.com;DSP,Music;Hardware,Media and Entertainment,Music and Audio;9fb815d4-35d7-1f08-4e01-4625f9a146d2
Pitch Interactive, Inc.;pitchinteractive.com;Data Visualization,Public Relations;Data and Analytics,Design,Information Technology,Sales and Marketing,Software;a039af7b-cd0d-2a57-03dd-0063e4e586c1
Gloomshade - Remote Media Groups;gloomshade.com;Collaboration,Software;Software;a04a337a-945b-0d98-62c5-1edbac38b9c5
Unique Blog Designs;uniqueblogdesigns.com;Blogging Platforms,SEO;Content and Publishing,Internet Services,Media and Entertainment,Sales and Marketing;a0997dc7-4b34-7beb-cbc4-79f74a98b0dc
Keen IT Technologies Pvt. Ltd.;keentechnologies.com;Corporate Training,EdTech,Education;Education,Software;a162d801-8f4b-0a0c-04aa-86576999abda
Mad Mimi;madmimi.com;Computer,Email,Email Marketing;Consumer Electronics,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Sales and Marketing;a1e19a57-5d97-5b0b-7868-17593a883213
WeWiredWeb;wewiredweb.com;Enterprise Software,Music,Web Development;Media and Entertainment,Music and Audio,Software;a1fbb4cb-9efe-ef67-3108-efd7d3623218
DebtMarket;debtmarket.com;B2B,Finance,Financial Services,FinTech,Web Development;Financial Services,Software;a2164fb3-e82f-6077-0716-dc25d57d2fd4
The Pawnshopper.Com, LLC;thepawnshopper.com;Collectibles,Consumer Electronics,E-Commerce,Electronics,Jewelry;Commerce and Shopping,Consumer Electronics,Consumer Goods,Hardware;a225c23b-3fc8-5a0e-b2cd-ce0a77e4ab39
NeedInstructions.com;needinstructions.com;DIY,Online Portals,Service Industry;Consumer Goods,Internet Services;a24320a1-c3cd-0989-0bbb-a02e30f372fd
CionSystems;cionsystems.com;Identity Management,Security,Software;Information Technology,Privacy and Security,Software;a277ceeb-10aa-cac7-2ea2-91f8114de736
RAGE Frameworks Inc.;rageframeworks.com;Big Data,Enterprise Software,Information Services,Wealth Management;Data and Analytics,Financial Services,Information Technology,Software;a2f0b228-5914-d9f8-d35d-dc289835fe93
Terriblyclever Design;terriblyclever.com;Mobile;Mobile;a2fa2070-0c3a-ffe9-55cb-39b8375f6b8e
ObservePoint, Inc.;observepoint.com;Advertising,Analytics,Big Data,Enterprise Software,Information Technology,Mobile;Advertising,Data and Analytics,Information Technology,Mobile,Sales and Marketing,Software;a38c9480-05c2-9182-b553-fc2f20af1702
maufait;mosnaps.com;Apps,Mobile;Apps,Mobile,Software;a3acbe3e-b335-a3c9-8073-33b05d9fd93c
GPN Technologies;gatewaypn.com;Analytics,Training;Data and Analytics,Education;a3bac875-2ea1-4119-83d3-83fc07b2c922
Voices Heard Media;voicesheardmedia.com;Digital Media,Enterprise Software,Online Portals;Internet Services,Media and Entertainment,Software;a4031ca2-ed7e-bad3-a589-3928437c1bb0
DeviceFidelity;devifi.com;Mobile,Payments,Wireless;Financial Services,Hardware,Mobile,Payments;a46b0ea7-f908-175d-555e-510b27cdd9fe
filobite;filobite.com;Collaboration,File Sharing,Flash Storage,Web Hosting;Hardware,Internet Services,Software;a55a14b8-05b5-9839-49ae-a1421e299fa0
Signosis;signosisinc.com;Analytics,Biotechnology;Biotechnology,Data and Analytics,Science and Engineering;a577321e-ebc2-decc-213d-8e109f8252c4
Love2Trade;love2trade.com;E-Commerce,Finance,Social Media;Commerce and Shopping,Financial Services,Internet Services,Media and Entertainment;a591bfe9-1669-bd3f-9d44-062de78ffcf9
Growth Acceleration Partners;growthaccelerationpartners.com;Enterprise Software,Mobile Apps,Outsourcing,Software,Web Apps;Apps,Mobile,Professional Services,Software;a69a1844-b86c-96a0-0bf5-79ead8c40270
Cinsay;cinsay.com;Content,E-Commerce,Mobile,Social Media,Video;Commerce and Shopping,Internet Services,Media and Entertainment,Mobile,Video;a69fd546-3425-757f-977e-b21e880c39b9
ThanksBud;thanksbud.com;E-Commerce,Web Hosting;Commerce and Shopping,Internet Services;a6c940e9-3e91-b221-893d-e590a030ccbd
Sharp Interactive;slidesix.com;Digital Media,Presentations;Media and Entertainment,Software;a6d2ac3f-2b26-8829-e8e3-2474e78dfd52
SueEasy;sueeasy.com;Consulting,Legal,Online Portals;Internet Services,Professional Services;a6f22316-1364-28f1-4e31-679e52238c61
Nesting;nesting.com;File Sharing,Photo Sharing,Social Network;Content and Publishing,Internet Services,Media and Entertainment,Software;a70d51f6-d3c3-1f54-f9f1-d0566f43fcdb
Connected Living;connectedliving.com;Computer,Enterprise Software,Information Technology;Consumer Electronics,Hardware,Information Technology,Software;a76172cd-dae3-1c9f-9c0b-caf665a0984a
Socialtyze;socialtyze.com;Advertising,Analytics,Apps,Mobile,SaaS,Social Media,Social Media Marketing;Advertising,Apps,Data and Analytics,Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Software;a7670ce0-66df-729a-3e93-5acc24db2805
neulio;neulio.com;Customer Service,Education,Publishing,SaaS,SEO,Social Media,Software,Training,Web Development;Content and Publishing,Education,Internet Services,Media and Entertainment,Sales and Marketing,Software;a856424f-dbcc-87c5-4439-9007f30772d8
Zebra Partners;zebrapartners.net;Brand Marketing,Consumer,Digital Marketing,Internet of Things,Marketing,Public Relations,Social Media,Video Games,Virtual Reality;Gaming,Hardware,Internet Services,Media and Entertainment,Sales and Marketing,Software;a866ab3a-e07a-0383-521b-6a2171d97465
The Nine;nine.is;Developer Tools,Marketing,Web Design;Design,Sales and Marketing,Software;a87dcfbf-8ed8-c6fb-c056-9a1b9f64d588
Panopto;panopto.com;Enterprise Software,Presentations,Video;Media and Entertainment,Software,Video;a89dd30f-dde3-2508-8c59-9d1ae83ce8ec
Baeta;baetacorp.com;Hardware,Software;Hardware,Software;a8ac5063-2900-a6da-b808-d681c9218265
ion objects;ionobjects.com;B2B,CRM,Enterprise Software,SaaS,Small and Medium Businesses,Software;Information Technology,Sales and Marketing,Software;a8cb032e-d08d-f0b4-b686-88cd14ab2a07
Gnoso;gnoso.com;Software;Software;a8cc37ec-d469-4de0-c4f5-360e5a4b8042
TrackYourHours;trackyourhours.com;Software;Software;a930d54b-f27b-9711-ecc6-0e5b8f68acbd
GottaPark;gottapark.com;E-Commerce,Mobile,Small and Medium Businesses;Commerce and Shopping,Mobile;a94c0be9-6544-6162-375b-1e76ac09809b
Tilzy.TV;tilzy.tv;Internet,Video;Internet Services,Media and Entertainment,Video;a94fb5f1-fb55-4462-f3c7-9ee8e02d05ff
D-Ta Systems;d-ta.com;Information Technology,Public Safety,Software;Government and Military,Information Technology,Software;a95704e8-09da-4cb7-8920-f263ae4cc577
Kickball Labs;sketchfu.com;Art,Content,Social Media;Internet Services,Media and Entertainment;a95e2363-22d0-f5e3-8dee-22ce05029570
Team EnVyUs;teamenvyus.com;eSports,Gaming,Internet;Gaming,Internet Services,Sports;a9617558-5717-f8bc-be66-618e63738052
EcoNexus;econexusinc.com;Energy Efficiency,SaaS;Energy,Software,Sustainability;a9701535-1445-c607-7eb6-e865addb7f55
AVIO Consulting;avioconsulting.com;Business Development,Consulting,Hardware,Software;Hardware,Software;a9779230-78c9-e252-af79-a92c950bfeca
GrowVotes;growvotes.org;Advertising,Law Enforcement,Local,Market Research,Politics,Transportation,Web Hosting;Advertising,Data and Analytics,Design,Government and Military,Internet Services,Privacy and Security,Sales and Marketing,Transportation;a98a7677-18c7-5cb4-1672-a2efd420e324
Nobilis Health;nobilishealth.com;Developer Platform,Health Care,Management Information Systems;Health Care,Information Technology,Software;a9c447fb-4596-e521-035c-a44c07db1357
Crest Media Internet Marketing;crestmediainc.com;Advertising,Local Advertising,SEO,Social Media Marketing,Video,Web Development;Advertising,Internet Services,Media and Entertainment,Sales and Marketing,Software,Video;a9c7a16c-028d-48b4-62ea-1ef723036074
